Business Name,Status,Address,City/State/Zip,Taxpayer ID,Location #,Permit Begin,Permit End
SHINEY PONY TRACKS,INACTIVE,206 EMORY OAK ST,"FORT DAVIS, TX 79734",32013183358,00002,01/01/2016,01/01/2017
"SHL, LTD.",INACTIVE,CALDWELL RANCH ROAD,"FORT DAVIS, TX 79734",32036488040,00001,01/01/2012,02/13/2012
SIDEWINDER TRADING POST,INACTIVE,HWY 118,"FORT DAVIS, TX 79734",32029577619,00002,07/29/1999,01/31/2000
SIMPLE PLEASURES ECT,INACTIVE,744 S FRONT ST,"FORT DAVIS, TX 79734",32026868995,00005,08/15/2016,01/01/2017
SIMPLE PLEASURES ETC,INACTIVE,MAIN ST 1 BLK N OF COURTHOUSE,"FORT DAVIS, TX 79734",32026868995,00002,10/01/1989,12/25/2000
SKY ISLAND COLORWORKS,ACTIVE,506 LIMPIA CANYON TRL,"FORT DAVIS, TX 79734",32006830346,00005,08/01/2019,
SKY ISLAND TAPROOM,INACTIVE,201 N STATE ST,"FORT DAVIS, TX 79734",32093389784,00001,03/24/2024,05/31/2025
SKY ISLAND TAPROOM,ACTIVE,109 N STATE ST,"FORT DAVIS, TX 79734",32093389784,00002,06/01/2025,
SLEEPING LION,INACTIVE,S OLD FORT DAVIS ON HWY #17,"FORT DAVIS, TX 79734",32031701975,00001,02/24/1978,07/01/1995
SLEEPING LION,ACTIVE,STATE STREET & 6TH,"FORT DAVIS, TX 79734",32007019246,00001,01/01/2003,
SMOKE SIGNAL PUBLISHING CO,INACTIVE,PO BOX 264,"FORT DAVIS, TX 79734",32008419403,00002,10/01/1979,01/01/2003
SMOKIN D'S PIT BAR-BQ & MORE,INACTIVE,1902 STATE STREET,"FORT DAVIS, TX 79734",32018091739,00001,04/16/2005,09/30/2005
SOFTWARE BISQUE,INACTIVE,PRUDE RANCH/HWY 118,"FORT DAVIS, TX 79734",32031794079,00001,05/17/1993,12/31/1998
SOLAMOTOR,INACTIVE,HC 74 BOX 117,"FORT DAVIS, TX 79734",14215834145,00001,02/01/2003,12/31/2007
SOLAMOTOR MARKETING DISTRIBUTION AND SALES,INACTIVE,NASH HOUSE FIRST STREET,"FORT DAVIS, TX 79734",32009133672,00001,11/10/1997,12/31/2004
SOLAMOTOR OF TEXAS,ACTIVE,HARVARD STATION SPROUL RD,"FORT DAVIS, TX 79734",17524792359,00001,01/01/1993,
SOLAR MOTOR,INACTIVE,HWY 17S,"FORT DAVIS, TX 79734",32014391893,00005,11/15/1989,12/25/2000
SOMEWHERE OVER THE RAINBOW,INACTIVE,603 B N STATE ST,"FORT DAVIS, TX 79734",32076406670,00001,04/15/2021,04/30/2025
SOUTHWIND GALLERY,INACTIVE,102 RIDGE LINE DR,"FORT DAVIS, TX 79734",32010219981,00005,01/01/2008,03/13/2014
SOUTHWIND GALLERY,INACTIVE,102 RIDGELINE DR,"FORT DAVIS, TX 79734",32010219981,00004,01/01/2007,12/31/2007
SOUTHWIND GALLERY,INACTIVE,HIGHWAY 118,"FORT DAVIS, TX 79734",32010219981,00003,10/01/1995,12/31/2006
SOUTHWINDS GALLERY,INACTIVE,CORNER OF OLDS CREEK AND RIDGELINE,"FORT DAVIS, TX 79734",32010219981,00002,07/01/1994,03/31/1996
SPACECAT DESIGNS,INACTIVE,106 ARROWHEAD,"FORT DAVIS, TX 79734",15223764414,00001,10/01/2002,12/31/2008
SPENCER CONSTRUCTION AND AIR CONDITIONING,INACTIVE,100 ARROWHEAD PASS,"FORT DAVIS, TX 79734",32007653796,00002,02/01/2002,06/30/2004
ST GALL MERCANTILE,ACTIVE,403 N STATE ST,"FORT DAVIS, TX 79734",32053120757,00002,07/01/2015,
STAGE WEST CHEVRON,INACTIVE,7TH STATE ST,"FORT DAVIS, TX 79734",32009584403,00003,04/01/1984,09/30/1986
STARWORKS,INACTIVE,S HWY 118 R ON 1837 3 MILES TO GATE,"FORT DAVIS, TX 79734",32021521094,00003,12/24/1999,12/25/1999
STICKS-N-STONES,INACTIVE,502 N STATE ST,"FORT DAVIS, TX 79734",32007011664,00003,07/01/2020,07/20/2022
STOCK OPTIONS/STOCK STUDIOS,INACTIVE,400 W WALNUT AVE,"FORT DAVIS, TX 79734",32009924948,00003,07/01/2001,12/25/2009
STONE VILLAGE ENTERPRISES,INACTIVE,509 N STATE ST,"FORT DAVIS, TX 79734",32060585190,00001,04/01/2017,03/31/2018
STONE VILLAGE GROCERY,INACTIVE,401 STATE ST,"FORT DAVIS, TX 79734",17416805202,00002,07/01/2002,05/31/2008
STONE VILLAGE GROCERY,INACTIVE,HWY 17,"FORT DAVIS, TX 79734",17416805202,00001,03/01/1971,06/30/2002
STONE VILLAGE MARKET,INACTIVE,507 STATE ST,"FORT DAVIS, TX 79734",17525945089,00005,04/14/2009,11/13/2011
STONE VILLAGE MARKET,ACTIVE,507 N STATE ST,"FORT DAVIS, TX 79734",32060585190,00002,04/01/2018,
STONE VILLAGE MARKET,INACTIVE,507 STATE ST,"FORT DAVIS, TX 79734",32045322263,00001,11/14/2011,03/31/2017
STONE VILLAGE MOTEL,INACTIVE,1/2 MI N OF COURTHOUSE,"FORT DAVIS, TX 79734",32010085689,00002,07/01/1997,09/30/2006
STUDIO FIVE-O-ONE,INACTIVE,744 S FRONT ST,"FORT DAVIS, TX 79734",32017606644,00002,01/01/2014,12/25/2018
STUDIO FIVE-O-ONE,INACTIVE,744 S FRONT ST,"FORT DAVIS, TX 79734",32042131956,00001,07/01/2010,09/30/2010
STUDIO 501,ACTIVE,744 S FRONT STREET,"FORT DAVIS, TX 79734",32008445192,00004,09/15/2008,
SUBWAY SANDWICH SHOP,INACTIVE,HWY 118,"FORT DAVIS, TX 79734",17426297846,00005,08/25/1995,03/31/1998
SUGARPLUM BAKESHOP,INACTIVE,60 EVERETT RANCH RD,"FORT DAVIS, TX 79734",32024838347,00002,01/15/2017,12/31/2018
SUNRISE BAKERY,INACTIVE,411 NORTH STATE STREET,"FORT DAVIS, TX 79734",32008789458,00002,11/21/2003,01/01/2005
SUNSET ENTERPRISES,INACTIVE,403 SGT MULHERN LOOP,"FORT DAVIS, TX 79734",32020072933,00001,08/01/2006,12/31/2015
SUPERDAVES SPORTSCARDS AND MORE,ACTIVE,640 BLUE MOUNTAIN TRL,"FORT DAVIS, TX 79734",32072119434,00001,10/01/2019,
SUTLER'S BOARDING HOUSE,INACTIVE,HWY 118,"FORT DAVIS, TX 79734",32032170592,00001,04/17/1988,03/14/1991
SUTLER'S BOARDING HOUSE & SUTLERS STORE,INACTIVE,TX HIWAY 17,"FORT DAVIS, TX 79734",32017714364,00002,02/13/1983,05/31/1987
SUTLER'S BRASS BOOT,INACTIVE,MAIN STREET,"FORT DAVIS, TX 79734",32008993688,00003,04/01/1988,04/30/2010
SUTLER'S LIMPIA HOTEL,INACTIVE,TOWN SQUARE,"FORT DAVIS, TX 79734",32017714364,00001,02/13/1983,05/31/1987
SUTLER'S LIMPIA HOTEL,INACTIVE,MAIN STREET,"FORT DAVIS, TX 79734",32030077914,00001,07/21/1978,07/21/1978
SWEET AND SAVORY,INACTIVE,610 N STATE ST,"FORT DAVIS, TX 79734",32063986718,00001,06/29/2017,12/16/2017
T DESIGNS,INACTIVE,307 STATE ST,"FORT DAVIS, TX 79734",32019431777,00002,01/01/2010,12/25/2010
T DESIGNS,INACTIVE,16120 STATE HIGHWAY SPUR 78 # H12,"FORT DAVIS, TX 79734",32019431777,00001,04/04/2006,12/31/2009
T J COUNTRY BURGERS,INACTIVE,HWY 118 NORTH,"FORT DAVIS, TX 79734",30115468974,00001,07/01/1993,09/11/1994
T J'S COUNTRY,INACTIVE,FORT DAVIS HWY,"FORT DAVIS, TX 79734",17523471112,00004,06/01/1992,08/01/1992
T J'S COUNTRY BURGER,INACTIVE,,"FORT DAVIS, TX 79734",17523471112,00008,09/01/1994,01/01/1995
"TASTE N SEE 100 PLATES +, LLC",ACTIVE,105 APACHE MOUNTAIN TRL,"FORT DAVIS, TX 79734",32093225822,00001,01/17/2024,
TBM,INACTIVE,1200 FRONT STREET,"FORT DAVIS, TX 79734",30114443390,00001,08/05/1991,12/31/1992
TEMPEST PHOTOGRAPHY,INACTIVE,200 STATE ST SOUTH,"FORT DAVIS, TX 79734",32013983369,00002,04/01/2004,12/31/2005
TERRELL O'BRIEN,INACTIVE,300 W COURT AVE,"FORT DAVIS, TX 79734",32026277346,00004,08/22/2019,12/31/2021
"TEXAS ARIES MANAGEMENT SERVICES, INC",INACTIVE,112 CRAZY HORSE TRL,"FORT DAVIS, TX 79734",32036734740,00001,04/10/2008,12/31/2011
TEXAS ARTISTS GROUP,INACTIVE,#1 MAIN ST,"FORT DAVIS, TX 79734",30005834848,00002,01/01/1982,12/31/1986
TEXAS BRAND HOME COOKIN',INACTIVE,1300 N STATE ST,"FORT DAVIS, TX 79734",32032848353,00002,03/05/2011,03/31/2011
TEXAS COFFEE ROASTERS LLC,INACTIVE,211 N STATE ST,"FORT DAVIS, TX 79734",32074262331,00001,06/01/2020,04/01/2021
TEXAS COWBOY OUTFITTERS,INACTIVE,200 MADRONE,"FORT DAVIS, TX 79734",32008045554,00002,01/01/2003,07/01/2025
TEXAS COWBOY OUTFITTERS,INACTIVE,HWY 17,"FORT DAVIS, TX 79734",32008045554,00001,03/01/1998,12/31/2002
TEXAS HORSEBACK ADVENTURES LLC,INACTIVE,701 WEST WOODWARD AVE,"FORT DAVIS, TX 79734",32023466850,00002,07/01/2008,06/30/2010
"TEXAS HORSEBACK ADVENTURES, LLC",INACTIVE,105 MAJOR BLISS,"FORT DAVIS, TX 79734",32023466850,00003,01/01/2011,10/31/2022
TEXAS MINES VENTURE,INACTIVE,1508 SPROUL RD,"FORT DAVIS, TX 79734",32028676123,00001,04/18/2007,12/31/2009
TEXAS MOUNTAIN CANDLE CO.,INACTIVE,420 N STATE ST,"FORT DAVIS, TX 79734",32014822145,00002,04/01/2004,08/31/2004
TEXAS OUT WEST,INACTIVE,738 HWY 17,"FORT DAVIS, TX 79734",32010146788,00003,01/01/2002,12/25/2005
TEXAS SPIRIT,INACTIVE,601 NORTH STATE STREET,"FORT DAVIS, TX 79734",32015541025,00001,08/10/2004,07/31/2005
TEXAS TANGLED THREADS,ACTIVE,42645 STATE HIGHWAY 118,"FORT DAVIS, TX 79734",32004843192,00004,11/25/2011,
THE ARIZONA DATABASE,INACTIVE,PRUDE RANCH,"FORT DAVIS, TX 79734",18606561886,00001,05/08/1994,06/30/1994
THE AWAKENING PLACE,INACTIVE,103 E CAVALRY RD,"FORT DAVIS, TX 79734",32018219421,00005,11/20/2005,12/25/2006
"THE BIG BEND FUNGI COMPANY, LLC.",ACTIVE,300 CATCLAW,"FORT DAVIS, TX 79734",32084255812,00001,07/01/2022,
THE BODY SHOP,INACTIVE,307 STATE ST HWY 17 S,"FORT DAVIS, TX 79734",32006537370,00001,07/01/2002,12/31/2006
THE BOOK KEEPER,INACTIVE,105 SOUTH DEER RIDGE,"FORT DAVIS, TX 79734",32006812856,00003,01/01/2001,06/30/2009
THE BOOK KEEPER,INACTIVE,105 SOUTH DEER RIDGE,"FORT DAVIS, TX 79734",32006812856,00001,10/01/1994,09/30/2000
THE BRASS BOOT,INACTIVE,HWY 17,"FORT DAVIS, TX 79734",32026137722,00001,04/24/1990,09/11/1992
THE CERTIFIED RV TECHS OF WEST TEXAS LLC,ACTIVE,104 YELLOW KNIFE TRL,"FORT DAVIS, TX 79734",32085592965,00001,01/01/2023,
THE CHUCK WAGON,INACTIVE,1300 N STATE ST,"FORT DAVIS, TX 79734",32034172828,00002,03/01/2008,12/31/2008
THE CHUCK WAGON,INACTIVE,1300 N STATE ST,"FORT DAVIS, TX 79734",32015820213,00002,01/01/2009,11/07/2010
THE CHUCK WAGON,INACTIVE,1300 STATE ST N,"FORT DAVIS, TX 79734",32034172828,00001,01/01/2008,02/29/2008
THE COLONEL'S LADY,INACTIVE,THE FARRIER HOUSE ON MAIN ST,"FORT DAVIS, TX 79734",32027774242,00002,06/01/1996,12/25/1998
THE CONSTRUCTION CORPORATION,INACTIVE,NO 33 SIX SHOOTER GULCH,"FORT DAVIS, TX 79734",17526344621,00002,03/01/1996,12/31/2006
THE COPPER KETTLE GIFT SHOP,INACTIVE,HWY 166,"FORT DAVIS, TX 79734",32032559844,00001,05/01/1994,09/30/1994
THE DESERT RAVEN,INACTIVE,502 N STATE ST STE D,"FORT DAVIS, TX 79734",32008233929,00008,04/01/2018,12/31/2019
THE DRY BEAN,INACTIVE,201 FRONT STREET,"FORT DAVIS, TX 79734",32006034949,00002,04/28/2001,04/15/2004
THE EDWARD LYNN CORPORATION,ACTIVE,106 HIGH LONESOME TRL,"FORT DAVIS, TX 79734",17527800837,00001,10/15/2021,
THE FORT DAVIS FLOWER SHOP,INACTIVE,309 STATE ST/HWY 118,"FORT DAVIS, TX 79734",32015472445,00002,09/03/2004,11/11/2004
THE HAIR AFFAIR,INACTIVE,109 STATE ST #3,"FORT DAVIS, TX 79734",32017606644,00001,07/04/2005,12/31/2013
THE HAIR STUDIO,INACTIVE,RED ROCK BUILDING HWY 17 NORTH,"FORT DAVIS, TX 79734",32029742577,00002,09/15/1992,01/01/1998
THE HOTEL LIMPIA,ACTIVE,101 MEMORIAL SQ,"FORT DAVIS, TX 79734",32062206548,00001,01/17/2017,
THE HOTEL LIMPIA - BLUE MOUNTAIN BISTRO,ACTIVE,108 N STATE ST INCLUDING 101 MEMORIAL SQ,"FORT DAVIS, TX 79734",32093301987,00001,03/01/2024,
THE HOTEL LIMPIA AND DINING ROOM,INACTIVE,100 MAIN STREET,"FORT DAVIS, TX 79734",17525945089,00001,03/01/1995,10/31/2011
THE LASH-UP,INACTIVE,HWY 118 & HWY 17,"FORT DAVIS, TX 79734",30003532717,00001,04/01/1978,12/31/1988
THE NATURE CONSERVANCY,INACTIVE,205 STATE ST,"FORT DAVIS, TX 79734",15302426521,00009,12/01/2004,12/31/2008
THE NEILL MUSEUM,INACTIVE,COURT AND 7TH STREET,"FORT DAVIS, TX 79734",32007883336,00001,10/02/1984,10/31/2004
THE OUTDOORSMAN,INACTIVE,HWY 17/118 N ACROSS FT DAVIS HIST SITE,"FORT DAVIS, TX 79734",32031300737,00002,12/18/1985,12/31/1995
THE OVERLAND NETWORK,INACTIVE,S HWY 17 N STATE STREET,"FORT DAVIS, TX 79734",17527719300,00004,01/01/2002,04/30/2003
THE PRICKLY PATCH,ACTIVE,502 N STATE ST,"FORT DAVIS, TX 79734",32047475366,00002,06/01/2023,
THE PUNCHY COWPONY,INACTIVE,428 HUGHES RD,"FORT DAVIS, TX 79734",32039582138,00002,01/01/2012,04/19/2013
THE RENDEZVOUS,ACTIVE,105 2ND ST,"FORT DAVIS, TX 79734",32036643487,00005,12/10/2024,
THE SECRET PLACE,INACTIVE,603B STATE ST,"FORT DAVIS, TX 79734",32024152491,00002,04/01/2007,12/31/2007
THE SHERLOCK HOLMES OUTPOST,INACTIVE,201 N FRONT ST,"FORT DAVIS, TX 79734",32020865534,00001,02/23/2006,02/23/2006
THE SHERLOCK HOLMES OUTPOST,INACTIVE,201 N FRONT ST,"FORT DAVIS, TX 79734",12013243741,00001,01/01/2005,02/23/2006
THE STARR EMPORIUM,INACTIVE,209 A STATE ST,"FORT DAVIS, TX 79734",32010623414,00002,10/01/2004,06/15/2006
THE STARR EMPORIUM,INACTIVE,200 STATE STREET,"FORT DAVIS, TX 79734",32010623414,00001,05/28/1999,09/30/2004
THE THOMPSON PARTNERSHIP,INACTIVE,5 MILES N OF JCT ON HWY 118 & 17,"FORT DAVIS, TX 79734",32011343707,00001,05/31/2003,05/31/2003
THE TOMATO BARN,INACTIVE,2 MI S ON HWY 17 THEN 11 MI ON HWY 166,"FORT DAVIS, TX 79734",32021301661,00001,12/05/1996,12/31/1998
THE WATERHOLE,INACTIVE,N COURTHOUSE E SI HWY 118,"FORT DAVIS, TX 79734",32007340436,00001,03/17/1975,09/01/1976
THE WHISTLE STOP,INACTIVE,400 SQUAW VALLEY TRL,"FORT DAVIS, TX 79734",32044562158,00001,09/16/2011,12/31/2013
THE WORLD ACCORDING TO EL BLANCO,INACTIVE,403 S AGAVE ST UNIT A,"FORT DAVIS, TX 79734",32056350864,00001,02/12/2015,12/25/2017
TIO'S TAKE OUT,INACTIVE,610 STATE ST,"FORT DAVIS, TX 79734",32019938110,00001,07/01/2006,09/30/2007
TIPPY TOP SHOP,INACTIVE,502 N STATE ST STE F,"FORT DAVIS, TX 79734",32063935814,00002,06/07/2017,12/31/2017
TJ SERVICES,INACTIVE,113 N STATE ST,"FORT DAVIS, TX 79734",32009583447,00002,01/01/2012,12/31/2015
TJ'S BREAKFAST STOP,INACTIVE,HWY 118,"FORT DAVIS, TX 79734",17523471112,00005,09/01/1992,03/01/1993
TJ'S COUNTRY BURGER,INACTIVE,HWY 118,"FORT DAVIS, TX 79734",17523471112,00001,03/01/1990,06/30/1993
TOBY J SKRODER,INACTIVE,112 GUN CLB,"FORT DAVIS, TX 79734",32006183779,00001,10/30/1999,12/25/2011
TODD JAGGER PHOTOGRAPHER,ACTIVE,102 W 6TH ST,"FORT DAVIS, TX 79734",32008070073,00009,06/01/2022,
TODD JAGGER PHOTOGRAPHER,ACTIVE,41336 STATE HIGHWAY 118,"FORT DAVIS, TX 79734",32008070073,00008,06/01/2022,
TOMMY'S SEA FOOD HOUSE,INACTIVE,12B N MAIN ST,"FORT DAVIS, TX 79734",32007317483,00002,02/04/1998,11/01/2003
TRA LE STELLE,INACTIVE,12 MAIN STREET,"FORT DAVIS, TX 79734",17527039899,00001,06/01/1997,08/15/1997
TRAIL RIDERS OF THE DAFVIS MOUNTAINS,INACTIVE,6 MILES NORTH ON HIGHWAY 118,"FORT DAVIS, TX 79734",32023343513,00001,08/29/1997,01/01/2000
TRANS-MOUNTAIN EQUIPMENT CO INC,INACTIVE,HWY 118 & HWY 17,"FORT DAVIS, TX 79734",17417212176,00001,07/01/1972,04/30/1991
TRANS-PECOS BIRD CONSERVATION,ACTIVE,402 OLDS CREEK DR,"FORT DAVIS, TX 79734",32069410663,00001,07/01/2021,
TREASURES & BLING,INACTIVE,601 N STATE ST,"FORT DAVIS, TX 79734",32044639030,00001,08/01/2011,06/26/2012
TREE HOUSE ANTIQUES,ACTIVE,501 MUSQUIZ DR,"FORT DAVIS, TX 79734",32102185447,00001,09/25/2025,
TRIPLE T BAIT AND TACKLE COMPANY,INACTIVE,102 TEJAS RUN,"FORT DAVIS, TX 79734",32024800115,00003,02/01/1997,03/31/1998
TROY'S PLACE,INACTIVE,HWY 118 SOUTH,"FORT DAVIS, TX 79734",32031947941,00002,08/01/1996,08/01/1996
TROY'S PLACE,INACTIVE,HWY 118 AND CEMETARY RD,"FORT DAVIS, TX 79734",32031947941,00001,11/01/1994,09/30/1995
TUMIKES,INACTIVE,NORTH HWY 17,"FORT DAVIS, TX 79734",32009215032,00002,06/01/1992,12/31/1993
TWEI,INACTIVE,600 COURT ST,"FORT DAVIS, TX 79734",18503055834,00002,10/01/1993,12/31/2004
TWIN SOULS STUDIO COFFEE HOUSE & GALLERY,INACTIVE,209 NORTH STATE ST,"FORT DAVIS, TX 79734",32020018068,00001,06/23/2006,01/31/2008
TWO MOMS,INACTIVE,1145 COURT AVE,"FORT DAVIS, TX 79734",32012598085,00001,09/16/2003,10/01/2004
UNCLE BUCK'S LIQUOR BARN,INACTIVE,604 STATE ST,"FORT DAVIS, TX 79734",32019700627,00002,07/15/2007,10/31/2008
UNCLE BUCK'S LIQUOR BARN,INACTIVE,604 NORTH STATE ST,"FORT DAVIS, TX 79734",32038463835,00002,01/01/2009,02/20/2018
UNCLE BUCK'S LIQUOR BARN,INACTIVE,604 NORTH STATE STREET,"FORT DAVIS, TX 79734",32005548402,00004,11/01/2008,02/28/2009
UNCLE BUCK'S QUICK STOP,INACTIVE,606 NORTH STATE STREET,"FORT DAVIS, TX 79734",32005548402,00003,11/01/2008,02/28/2009
UNCLE BUCKS QUICK STOP,INACTIVE,606 NORTH STATE STREET,"FORT DAVIS, TX 79734",32038463835,00001,01/01/2009,02/20/2018
UNCLE BUCKS QUICK STOP,INACTIVE,606 N STATE STREET,"FORT DAVIS, TX 79734",32019700627,00001,06/01/2006,10/31/2008
UNION TRADING COMPANY,INACTIVE,COURT AVE AND LIMPIA STREET,"FORT DAVIS, TX 79734",30006456831,00001,04/16/1983,08/31/1988
VERANDA ANTIQUES,INACTIVE,COURT AND SECOND STREETS,"FORT DAVIS, TX 79734",32021011682,00001,06/01/1994,12/25/1999
VIBES,INACTIVE,DAVIS MT RESORT SQUAW VALLEY ROAD,"FORT DAVIS, TX 79734",32030736923,00001,08/01/1997,03/31/1998
VICTORIO'S,INACTIVE,2 ND STREET,"FORT DAVIS, TX 79734",32025825111,00001,06/17/1993,01/02/1994
VIZCAINO DEPT STORE,INACTIVE,STATE ST,"FORT DAVIS, TX 79734",17411611555,00003,03/24/1986,04/30/1987
W DOGS,INACTIVE,133 N LARGENT RANCH RD,"FORT DAVIS, TX 79734",32085296294,00001,07/15/2022,12/31/2023
WANDERING TRAIL CATTLE COMPANY,INACTIVE,102 CEDAR TRL,"FORT DAVIS, TX 79734",32008137419,00004,04/01/2013,11/19/2013
WARD'S BUILDING SERVICE & REPAIR,INACTIVE,1 BLK SO OF OVERLAND MUSEUM,"FORT DAVIS, TX 79734",32016658349,00001,01/01/1981,12/31/1984
WAYSIDE ANTIQUES,INACTIVE,400 WEST 4TH STREET,"FORT DAVIS, TX 79734",32016658349,00008,10/01/2004,12/31/2004
WAYSIDE INN,INACTIVE,400 WEST FOURTH STREET,"FORT DAVIS, TX 79734",32016658349,00003,04/21/1989,08/10/1989
WAYSIDE INN BED & BREAKFAST,INACTIVE,400 WEST FOURTH ST,"FORT DAVIS, TX 79734",32016658349,00007,01/01/1999,12/25/1999
WAYSIDE INN BED & BREAKFAST,INACTIVE,406 WEST FOURTH ST,"FORT DAVIS, TX 79734",32016658349,00005,01/01/1993,12/31/1998
WAYSIDE UNCTION JUNK-SHUN ETC,INACTIVE,STATE HIGHWAYS 17 & 118 NORTH,"FORT DAVIS, TX 79734",32016658349,00004,07/01/1990,12/31/1992
WEST TEXAS CARPET SALES,INACTIVE,NORTH HWY 17,"FORT DAVIS, TX 79734",32023774204,00001,06/14/1978,12/31/1979
WEST TEXAS TREASURES,INACTIVE,600 N STATE ST,"FORT DAVIS, TX 79734",32014822145,00003,06/19/2010,07/01/2010
WEST TEXAS UTILITIES CO,INACTIVE,PO BOX 1434,"FORT DAVIS, TX 79734",17506467905,00040,09/01/1961,04/30/2002
WESTERN ART,INACTIVE,RT 1 BOX 53,"FORT DAVIS, TX 79734",32007340246,00002,04/01/1981,03/31/2016
WESTERN ART,ACTIVE,450 SMITH COFFEY RD,"FORT DAVIS, TX 79734",32007340246,00003,04/01/2016,
WHINY KAT RECORDS,INACTIVE,300 CAT CLAW,"FORT DAVIS, TX 79734",11418751803,00001,06/01/2003,02/29/2004
WHITE RHINO EMPORIUM,ACTIVE,502 N STATE ST,"FORT DAVIS, TX 79734",32062694461,00001,03/01/2017,
WILD HORSE,INACTIVE,HC 74 BOX 73,"FORT DAVIS, TX 79734",32005822427,00001,01/01/1998,10/15/2009
"WILD ROSE GALLERY, LLC",INACTIVE,301 E CAVALRY RD,"FORT DAVIS, TX 79734",32056074837,00001,02/20/2015,09/30/2024
WILD ROSE PASTRIES,INACTIVE,HWY 118,"FORT DAVIS, TX 79734",32029707299,00001,06/01/1996,01/31/1998
WILD WOOLIES,INACTIVE,506 LIMPIA CANYON TRL,"FORT DAVIS, TX 79734",32006830346,00004,06/01/2013,12/25/2016
WILLIAM HOLLEN,INACTIVE,200 MADRONE,"FORT DAVIS, TX 79734",32008890728,00001,06/01/1999,12/25/2006
WINDMILL MART,INACTIVE,MAIN STREET,"FORT DAVIS, TX 79734",32021288462,00001,07/01/1991,12/31/1996
WINIFRED GLENNA WILDEN,INACTIVE,HWY 17 SOUTH,"FORT DAVIS, TX 79734",32006110830,00001,01/01/2000,12/25/2003
WINNERS EDGE,INACTIVE,503 E CEMENTARY RD,"FORT DAVIS, TX 79734",32009977441,00002,01/01/2005,12/25/2007
WITH EASE,INACTIVE,#4 LIMPIA CREEK DRIVE,"FORT DAVIS, TX 79734",32018219421,00003,08/15/1996,12/31/1997
WM WOODWORKS,INACTIVE,106 BANDOLERO TRL,"FORT DAVIS, TX 79734",32066966550,00001,06/01/2018,12/31/2019
WOLFF'S,INACTIVE,MAIN STREET OF FORT DAVIS,"FORT DAVIS, TX 79734",32022135845,00001,11/01/1995,07/04/1996
X3 LAND & CATTLE CO,INACTIVE,SOUTH HWY 118,"FORT DAVIS, TX 79734",32025846497,00001,01/01/1998,10/31/1998
YANIS CHOICE,INACTIVE,300 BLACKBEAR DR,"FORT DAVIS, TX 79734",32049224705,00001,10/12/2012,11/30/2014
YATES LANDSCAPING & IRRIGATION,INACTIVE,410 COURT ST,"FORT DAVIS, TX 79734",32006384294,00003,10/10/2000,01/01/2002
YORK'S MARKETING,INACTIVE,SAWTOOTH MOUNTAIN RANCH,"FORT DAVIS, TX 79734",32021007433,00001,11/01/2006,12/30/2006
ZACHARY JOSEPH CLEANING CO.,INACTIVE,802 RATTLESNAKE LN,"FORT DAVIS, TX 79734",32084377616,00001,05/04/2022,
ZAJJ PRESS,INACTIVE,CATCLAW ST/BLUE ROOFED HOUSE,"FORT DAVIS, TX 79734",32008082011,00004,04/15/2000,12/31/2002
ZAJJ PRESS,INACTIVE,4TH STREET BLUE ROOF HOUSE,"FORT DAVIS, TX 79734",32008082011,00002,08/05/1999,09/30/1999
1020 WELDING AND CONSTRUCTION,INACTIVE,1 MILE SOUTH HWY 118,"FORT DAVIS, TX 79734",32009919765,00001,01/01/2001,01/01/2010
330 DOUGLAS DRIVE,ACTIVE,330 DOUGLAS DR,"FORT DAVIS, TX 79734",32087233808,00013,01/01/2023,
5050 SPIRITS LLC,ACTIVE,471 SHIELDS RD,"FORT DAVIS, TX 79734",32047684371,00002,10/01/2023,
5050 TRADING CO,ACTIVE,105 N STATE ST,"FORT DAVIS, TX 79734",32070523694,00003,05/01/2022,
7 COOL SISTERS,INACTIVE,702 S FRONT ST,"FORT DAVIS, TX 79734",32029209015,00001,09/22/2014,12/31/2016
