Business Name,Status,Address,City/State/Zip,Taxpayer ID,Location #,Permit Begin,Permit End
SUPERIOR COMFORT TRAILERS LLC,INACTIVE,3131 E 29TH ST STE 110,"BRYAN, TX 77802",32051303496,00004,01/01/2017,12/31/2021
SUPERIOR INDUSTRIES,INACTIVE,2526 WILLOW BEND DR,"BRYAN, TX 77802",30118106456,00001,10/14/1996,12/31/1997
SUPERIOR JANITORIAL SERVICE,INACTIVE,1906 BARAK LANE APT 12,"BRYAN, TX 77802",32008883509,00002,05/21/1993,12/31/1993
SUPERIOR JOINT VENTURE,INACTIVE,1860 GREENFIELD PLAZA,"BRYAN, TX 77802",17424230153,00001,01/01/1989,12/31/1989
SUPERIOR LANDSCAPES,INACTIVE,4805 ALDINE DR,"BRYAN, TX 77802",32018425895,00001,04/04/1995,06/30/2000
SUPERIOR SERVICE COMPANY,INACTIVE,907 STANFIELD CIR,"BRYAN, TX 77802",32009817670,00001,03/01/1999,12/31/1999
SUPERIOR SURROUNDINGS,INACTIVE,817 ENFIELD ST,"BRYAN, TX 77802",32031461992,00002,10/01/1989,12/26/1995
SUPERIOR TEKS,INACTIVE,2802 BEXAR GRASS DR,"BRYAN, TX 77802",32029238535,00002,12/01/2009,09/30/2013
SUPERIOR WATER CYCLE SERVICES,INACTIVE,4114 MEADOWBROOK DR,"BRYAN, TX 77802",32003324038,00002,04/19/2001,08/01/2002
SUPPLY HOUSE,INACTIVE,4001 TANGLEWOOD,"BRYAN, TX 77802",32005399566,00001,10/12/1982,09/30/1985
SUPPLY HOUSE INC,INACTIVE,4001 TANGLEWOOD,"BRYAN, TX 77802",30006877945,00001,10/12/1982,10/12/1982
"SUPREME BRIGHT BYRAN, LLC",INACTIVE,3000 PLAZA CENTRE CT,"BRYAN, TX 77802",32037591867,00001,10/01/2012,08/26/2013
SURVEILLANCE SYSTEMS SERVICES,INACTIVE,4037 VICEROY DR,"BRYAN, TX 77802",32015371647,00001,08/01/2004,09/30/2015
SUSAN ENTERPRISES,INACTIVE,3608-A WESTERN,"BRYAN, TX 77802",32019900920,00001,09/12/1989,12/31/1989
SUSHI MASA,ACTIVE,4401 S TEXAS AVE,"BRYAN, TX 77802",32087234335,00001,07/10/2023,
SUSIE GRACE CREATIONS,INACTIVE,3605 RAVENWOOD DR,"BRYAN, TX 77802",32049467833,00001,12/01/2012,03/31/2013
SUSTAINMENT TECHNOLOGIES,INACTIVE,3131 BRIARCREST DR STE 100,"BRYAN, TX 77802",17706048992,00001,09/30/2005,12/31/2020
"SUSTAINMENT TECHNOLOGIES, LLC",ACTIVE,1733 BRIARCREST DR STE 101,"BRYAN, TX 77802",17706048992,00002,01/01/2021,
SUTTON3DMUSIC,INACTIVE,4475 CARTER CREEK PKWY APT 237,"BRYAN, TX 77802",32072420477,00001,11/10/2019,03/07/2020
SUZANNE BUCKLEY,INACTIVE,4400 CARTER CREEK PARKWAY #102,"BRYAN, TX 77802",32010661356,00009,10/01/1993,04/01/1994
SV TIENDA LATINA,ACTIVE,3806 S TEXAS AVE,"BRYAN, TX 77802",32090139117,00001,10/01/2023,
SV TIENDA LATINA,INACTIVE,3806 S TEXAS AVE,"BRYAN, TX 77802",32081070180,00002,02/01/2023,09/30/2023
SWBC MORTGAGE CORPORATION,INACTIVE,3091 UNIVERSITY DR E,"BRYAN, TX 77802",17425081605,00013,10/01/2012,12/22/2020
SWD INC,INACTIVE,4609 WARWICK LN,"BRYAN, TX 77802",17423368608,00003,01/01/2007,12/31/2008
SWEET CREATIONS,INACTIVE,2702 ARBOR DR,"BRYAN, TX 77802",32022432747,00002,11/01/1990,11/01/1990
SWEET LACTATION CORPORATION,INACTIVE,2700 E VILLA MARIA RD,"BRYAN, TX 77802",32075598121,00001,06/01/2021,01/01/2024
SWEET MEMORIES,INACTIVE,4001 E 29TH ST STE 75,"BRYAN, TX 77802",32019116253,00001,01/30/2006,02/28/2007
SWEET MEMORIES & CAFE,INACTIVE,4001 E 29TH ST STE 75,"BRYAN, TX 77802",12084759294,00001,03/01/2007,03/28/2010
SWEET MEMORIES CRAFTS & MORE,INACTIVE,4001 E 29TH ST STE 75,"BRYAN, TX 77802",32009330773,00002,01/01/1997,01/30/2006
SWEET POPS,INACTIVE,3609 SIERRA DR,"BRYAN, TX 77802",32061712637,00001,11/04/2016,10/01/2024
SWEET RELISH CAFE & BAKED GOODS,ACTIVE,1136 E VILLA MARIA RD,"BRYAN, TX 77802",10206171695,00005,01/01/2021,
SWEET SENSATIONS,INACTIVE,708 INWOOD DR,"BRYAN, TX 77802",30115558956,00001,01/01/1993,12/31/2002
SWEET SPIRIT MUSIC AND BOOKS,INACTIVE,2326 LONG DR UNIT A,"BRYAN, TX 77802",32007974374,00001,09/01/2001,12/25/2004
SWEET THYME BOUTIQUE,ACTIVE,3900 SUNNYBROOK LN,"BRYAN, TX 77802",32053585017,00002,02/08/2020,
"SWICO SOFTWARE SOLUTIONS, INC.",ACTIVE,2504 TOWERING OAKS DR,"BRYAN, TX 77802",32068295248,00001,09/25/2018,
SWINGS & THINGS,INACTIVE,4203 CARTER CREEK PKWY,"BRYAN, TX 77802",32006183654,00001,05/07/1998,12/24/2009
SY COMPUTING SERVICES,INACTIVE,1922 BRIAR OAKS,"BRYAN, TX 77802",32027811614,00001,10/01/1992,06/30/1993
SYLVIA SCHUSTER DONCASTER,INACTIVE,1006 ESTHER BLVD,"BRYAN, TX 77802",32027417925,00001,10/01/1975,12/31/1996
SYNCHROGRID LIMITED LLC,INACTIVE,3816 BRIGHTON DR,"BRYAN, TX 77802",32038619634,00001,11/20/2009,09/30/2012
"SYNCHROGRID, INC.",ACTIVE,3000 BRIARCREST DR STE 201,"BRYAN, TX 77802",32038619634,00002,12/01/2022,
SYNECTICS GROUP INTERNATIONAL INC,INACTIVE,1863 BRIARCREST DR,"BRYAN, TX 77802",17426478610,00001,05/19/1995,12/31/1996
SYNER DOCS,INACTIVE,3708 E 29TH ST # 212,"BRYAN, TX 77802",32017696926,00003,01/01/2008,07/01/2010
SYPCO INC,INACTIVE,1722 BROADMOOR SUITE 220,"BRYAN, TX 77802",17419339241,00002,05/01/1982,09/30/1984
SYPCON CONSTRUCTION CORPORATION,INACTIVE,1722 BROADMOOR SUITE 122,"BRYAN, TX 77802",17419286756,00001,09/30/1984,09/30/1984
SYSTEK,INACTIVE,2700 OSLER BLVD,"BRYAN, TX 77802",32019847774,00002,10/01/1999,03/31/2006
SYSTEK,INACTIVE,2700 OSLER BLVD,"BRYAN, TX 77802",19003700713,00001,04/01/2006,09/30/2006
S2 GRILL,INACTIVE,1805 BRIARCREST DR,"BRYAN, TX 77802",32016021456,00002,08/04/2020,12/31/2022
T & D CLEANING SERVICE,INACTIVE,4415 OLD HEARNE ROAD,"BRYAN, TX 77802",32027891905,00001,01/01/1994,01/01/1994
T & J MAKE READY,INACTIVE,2317 LONG DR APT B,"BRYAN, TX 77802",32022205317,00001,06/06/1996,10/01/1996
T & L ENTERPRISES,INACTIVE,2809 APPLE CREEK CIR,"BRYAN, TX 77802",32009039507,00005,01/01/1997,12/31/1999
T & L ENTERPRISES,INACTIVE,2809 APPLE CREEK CIR,"BRYAN, TX 77802",32030135027,00001,06/01/1996,07/18/1996
T & L ROOFING,INACTIVE,709 ENFIELD ST,"BRYAN, TX 77802",32013132595,00001,01/01/1988,06/30/2001
T & T STAIN GLASS,INACTIVE,1301 GARDEN LN,"BRYAN, TX 77802",32028289661,00002,05/03/1994,12/31/1999
T A W,INACTIVE,2501A LONG DR,"BRYAN, TX 77802",32007653119,00003,01/01/1993,12/26/1995
T B S CONTRACTORS,INACTIVE,3609 E 29TH SUITE A,"BRYAN, TX 77802",32005336592,00007,01/01/1991,12/31/1992
T BONE CLEANING,INACTIVE,4003 GLENN OAKS DR,"BRYAN, TX 77802",32032446513,00001,05/20/2007,12/07/2015
T HOWELL CRAFTS,INACTIVE,2907 RIVER OAKS CIR,"BRYAN, TX 77802",32016967344,00001,04/02/2005,08/31/2006
T J'S GUNS,INACTIVE,1707 BROADMOOR DR,"BRYAN, TX 77802",32023775334,00001,03/28/1989,01/01/1996
T K COMPUTER CONSULTATIONS,INACTIVE,1525 3 29TH #608,"BRYAN, TX 77802",17426860379,00001,04/15/1994,08/01/1995
T N T CLEANING SERVICE,INACTIVE,1525 E 29TH ST #912,"BRYAN, TX 77802",32026142607,00001,03/09/1992,03/31/1992
T P DESIGNS,INACTIVE,2305 E BRIARGATE,"BRYAN, TX 77802",32025869101,00001,08/15/1988,12/31/1992
T R PROPERTY MAINTENANCE,INACTIVE,3735 RAVENWOOD DR,"BRYAN, TX 77802",32006816063,00002,07/24/2001,12/30/2001
"T S G EYEWEAR, LLC",INACTIVE,2725 E 29TH ST,"BRYAN, TX 77802",32064656377,00001,11/01/2017,
T-MOBILE FINANCIAL LLC,INACTIVE,3306 E 29TH ST,"BRYAN, TX 77802",32057753629,00794,02/05/2016,10/01/2021
T-MOBILE LEASING LLC,INACTIVE,3306 E 29TH ST,"BRYAN, TX 77802",32058456065,00788,02/05/2016,10/01/2021
T-MOBILE WEST LLC,INACTIVE,3306 E 29TH ST,"BRYAN, TX 77802",13640275817,00989,02/05/2016,10/01/2021
T-SHIRT PLUS OF COLLEGE STATION,INACTIVE,MANOR EAST MALL,"BRYAN, TX 77802",17419673649,00002,07/01/1980,12/31/1982
T-SHIRTS ETC,INACTIVE,2920 KENT ST 210,"BRYAN, TX 77802",32026142789,00001,08/04/1992,03/31/1994
T'S BY TRISH,INACTIVE,1525 E 29TH ST #503,"BRYAN, TX 77802",32028445313,00002,06/05/1988,03/31/1989
T'S BY TRISH,INACTIVE,3616 EAST 29TH ST,"BRYAN, TX 77802",32028445313,00004,07/15/1990,10/01/1992
T'S BY TRISH,INACTIVE,3618 E 29TH ST,"BRYAN, TX 77802",32028445313,00003,04/01/1989,07/15/1990
TAC FINANCIAL CORPORATION,INACTIVE,1111 BRIARCREST DRIVE #300,"BRYAN, TX 77802",17422701460,00001,02/28/1987,02/28/1987
TAC REALTY INC,INACTIVE,1111 BRIARCREST DRIVE SUITE 300,"BRYAN, TX 77802",17420703096,00001,01/01/1993,01/01/1993
TAC SERVICES INC,INACTIVE,1111 BRIARCREST DR SUITE 300,"BRYAN, TX 77802",17422448948,00001,03/01/1987,12/31/1993
TACA VILLA #21,INACTIVE,614 VILLA MARIE,"BRYAN, TX 77802",30002936836,00001,06/08/1977,03/31/1982
TACKY HABIT,INACTIVE,4105 TANGLEWOOD DR,"BRYAN, TX 77802",14624681871,00001,07/01/2013,09/30/2013
TACLIFE SOLUTIONS,INACTIVE,2905 OAKSIDE DR,"BRYAN, TX 77802",32093130170,00002,02/23/2024,12/31/2024
TACO BELL #1261,INACTIVE,3901 S TEXAS AVENUE,"BRYAN, TX 77802",17422098701,00001,01/01/1982,12/31/1988
TACO BELL #1261,INACTIVE,3901 S TX AVE,"BRYAN, TX 77802",17416091175,00031,08/16/1989,08/31/1996
TACO BELL #1261,INACTIVE,3901 S TEXAS AVENUE,"BRYAN, TX 77802",17422026405,00004,01/01/1989,08/16/1989
TACO BELL #18545,INACTIVE,3501 E 29TH ST,"BRYAN, TX 77802",17416091175,00055,09/01/1997,01/31/2014
TACO BELL #18545,INACTIVE,3501 E 29TH ST,"BRYAN, TX 77802",17426885806,00027,08/07/1996,08/31/1997
TACO BELL #21040,INACTIVE,2423 BLINN BLVD BUILDING E STE 111,"BRYAN, TX 77802",17426885806,00046,10/17/2000,10/01/2003
TACO BELL #2310,INACTIVE,920 S TEXAS AVE,"BRYAN, TX 77802",17422026405,00006,01/01/1989,08/16/1989
TACO BELL #2310,INACTIVE,920 S TEXAS AVE,"BRYAN, TX 77802",17422098701,00003,08/01/1983,12/31/1988
TACO BELL 030165,ACTIVE,3501 E 29TH ST,"BRYAN, TX 77802",32052537613,00021,12/11/2013,
TACO CABANA,INACTIVE,2410 BRIARCREST DR,"BRYAN, TX 77802",17421684923,00006,09/09/1994,09/01/2005
TACO CABANA #314,ACTIVE,2410 BRIARCREST DR,"BRYAN, TX 77802",17426863464,00156,07/01/2005,
TACO CASA,ACTIVE,616 N EARL RUDDER FWY,"BRYAN, TX 77802",32098497111,00001,08/11/2025,
TACO CASA,INACTIVE,616 N EARL RUDDER FWY,"BRYAN, TX 77802",32050542102,00001,11/05/2013,08/04/2020
TACO VILLA #21,INACTIVE,614 VILLA MARIE,"BRYAN, TX 77802",17513193437,00021,04/01/1982,11/30/1982
TACO VILLA #21,INACTIVE,614 VILLA MARIE,"BRYAN, TX 77802",30118701553,00022,12/01/1982,08/31/1983
TACOS EL TIJUANA,ACTIVE,3506 CARTER CREEK PKWY,"BRYAN, TX 77802",32100542482,00001,07/15/2025,
TACTICAL EMBROIDERY,INACTIVE,2221 E BRIARGATE DR,"BRYAN, TX 77802",32023745246,00001,05/21/2013,06/30/2013
TAGSNAP89,INACTIVE,2507 ARBOR DR,"BRYAN, TX 77802",32054370203,00001,07/01/2014,03/31/2016
TAILGATE SMOKE N VAPE,ACTIVE,812 E VILLA MARIA RD,"BRYAN, TX 77802",32071537164,00002,01/13/2022,
TAILOR CHANG,INACTIVE,3601 E 29TH ST,"BRYAN, TX 77802",17425841149,00001,11/01/1990,03/31/2001
TAKE IT AWAY TRASH VALET,INACTIVE,2317 WAYSIDE DR,"BRYAN, TX 77802",32034839699,00001,03/04/2008,03/04/2008
TAKE TIME,INACTIVE,1673 BRIARCREST SUITE 105,"BRYAN, TX 77802",32005156594,00001,08/11/1986,05/31/1987
TAKE 5 OIL CHANGE #110,ACTIVE,1621 BRIARCREST DR,"BRYAN, TX 77802",32068423162,00010,01/01/2023,
TAKE 5 OIL CHANGE #110,INACTIVE,1621 BRIARCREST DR,"BRYAN, TX 77802",32057027081,00028,08/01/2016,04/30/2018
TAKE 5 OIL CHANGE #110,INACTIVE,1621 BRIARCREST DR,"BRYAN, TX 77802",32064403564,00037,05/01/2018,12/31/2023
TALK OF TH TOWN-HAIR STUDIO,INACTIVE,2018 S TEXAS AVE,"BRYAN, TX 77802",32007110839,00001,02/15/1999,12/31/1999
TAMI'S SALOON,INACTIVE,1310 SANDY POINT RD,"BRYAN, TX 77802",32004967959,00002,11/02/1992,04/30/1995
TAMMY LYNN WHISENANT,INACTIVE,1400 ESTHER BLVD,"BRYAN, TX 77802",32027064214,00001,04/01/1999,04/01/2000
TAMPLIN INSPECTIONS / TYLER TAMPLIN,ACTIVE,1716 BRIARCREST DR STE 300,"BRYAN, TX 77802",32089144623,00001,05/01/2023,
TAN U,INACTIVE,3130 E 29TH ST A-150,"BRYAN, TX 77802",32030818119,00002,10/23/1989,08/16/1993
TANA J RUFFINO,INACTIVE,3506 OAK HOLLOW DR,"BRYAN, TX 77802",32007345534,00001,10/01/1987,12/31/2005
TANDEM TEXAS,INACTIVE,3221 RED ROBIN LOOP,"BRYAN, TX 77802",32020917129,00001,02/03/1983,12/31/1984
TANGLES,INACTIVE,3614 E 29TH ST,"BRYAN, TX 77802",32005299683,00001,01/01/1989,04/01/1992
TANGLES HAIR & NAIL SALON,INACTIVE,4100 E 29TH ST,"BRYAN, TX 77802",32005299683,00002,10/01/1991,06/30/2006
TAP THAT AXE,INACTIVE,3700 S TEXAS AVE,"BRYAN, TX 77802",32072991139,00001,03/01/2020,09/30/2021
TAPES ETC,INACTIVE,3601 EAST 29TH,"BRYAN, TX 77802",17420418042,00002,12/12/1980,07/31/1981
TAQUERIA,ACTIVE,3151 BRIARCREST DR,"BRYAN, TX 77802",32093718719,00004,10/21/2024,
TAQUERIA ARANDAS #16,ACTIVE,1816 S TEXAS AVE,"BRYAN, TX 77802",32002669284,00001,01/02/2001,
TAQUERIA EL QUETZAL,ACTIVE,711 BROADMOOR DR,"BRYAN, TX 77802",32085705450,00001,09/01/2022,
TAQUERIA EL SOL DE MEXICO,ACTIVE,725 E VILLA MARIA RD STE 100,"BRYAN, TX 77802",32054089092,00001,06/01/2014,
TAQUERIA LOS DRAGONCITOS,ACTIVE,1640 S TEXAS AVE,"BRYAN, TX 77802",32088834554,00001,07/01/2023,
TAQUERIA LOS DRAGONCITOS,INACTIVE,3500 E 29TH ST,"BRYAN, TX 77802",32088834554,00003,05/08/2024,06/30/2024
TAQUERIA LOS PLEBES,INACTIVE,1425 S TEXAS AVE,"BRYAN, TX 77802",32073167572,00001,02/20/2020,09/20/2020
TAQUERIA MEDINA,INACTIVE,901 N EARL RUDDER FWY,"BRYAN, TX 77802",32084708752,00001,07/01/2022,12/31/2024
TAQUERIA POBLANA,INACTIVE,3200 BOONVILLE RD,"BRYAN, TX 77802",32063540457,00001,05/19/2017,03/31/2018
"TAQUERIA POBLANA, LLC",ACTIVE,3200 BOONVILLE RD,"BRYAN, TX 77802",32066797328,00001,06/01/2018,
TARA BARNES PHOTOGRAPHY,INACTIVE,3535 PLAINSMAN LN APT L175,"BRYAN, TX 77802",32056852208,00001,01/11/2015,08/01/2016
TARA'S TREASURES,INACTIVE,2401 WINDSOR DR,"BRYAN, TX 77802",32016481452,00001,01/06/2005,12/25/2006
TARGET STORE T-2428,ACTIVE,3061 WILDFLOWER DR,"BRYAN, TX 77802",17528749462,00141,04/09/2008,
TARGET STORE T-2428,ACTIVE,3061 WILDFLOWER DR,"BRYAN, TX 77802",14102151702,00246,01/01/2008,
TASCO AUTO COLOR #9,ACTIVE,3514 E 29TH ST,"BRYAN, TX 77802",17417365040,00027,09/01/2008,
TASTY SENSATIONS,INACTIVE,603 E VILLA MARIA RD#B,"BRYAN, TX 77802",32030818119,00004,12/01/1994,06/01/1995
TASTY TRAILERS,INACTIVE,4601 BROMPTON LN,"BRYAN, TX 77802",32039507697,00001,06/01/2009,12/01/2009
TATROE ENTERPRISES,INACTIVE,STEEP HOLLOW - HOLLOW HIGHTS CIRCLE,"BRYAN, TX 77802",32009298632,00002,10/01/1978,07/25/1983
TATTOO CONSORTIUM,INACTIVE,3803 S TEXAS AVE,"BRYAN, TX 77802",32005945319,00001,10/22/1992,04/30/2004
TATTOO CONSORTIUM,ACTIVE,3803 S TEXAS AVE,"BRYAN, TX 77802",12010437742,00001,05/06/2004,
TAU ENTERPRISES INC,INACTIVE,2801 FRANCISCAN ST,"BRYAN, TX 77802",17425440090,00001,11/30/1990,12/31/2009
TAX MASTERS INC,INACTIVE,724A E VILLA MARIA RD,"BRYAN, TX 77802",17605951957,00007,01/01/2002,10/01/2002
TAYLOR L HAWTHORNE,INACTIVE,1711 PRAIRIE DR,"BRYAN, TX 77802",32070417509,00001,04/12/2019,12/31/2019
TAYLOR PLUMBING CO,INACTIVE,728 MARY LAKE DR,"BRYAN, TX 77802",32024795265,00001,07/01/1994,03/17/1997
TCA CABLE,INACTIVE,4114 E 29TH ST,"BRYAN, TX 77802",17514759186,00006,03/25/1991,01/31/1998
TCA CABLE,INACTIVE,3609 TEXAS AVE,"BRYAN, TX 77802",17514759186,00003,09/29/1989,03/23/1991
TCA CABLE TV OF BRYAN,INACTIVE,4114 E 29TH ST,"BRYAN, TX 77802",17527324754,00006,02/01/1998,02/01/2004
TCG INTERESTS,INACTIVE,2808 CAMELOT,"BRYAN, TX 77802",32029490789,00001,05/03/1993,04/01/1994
TDP BRYAN UNIVERSITY,INACTIVE,3807 S TEXAS AVE,"BRYAN, TX 77802",17426913442,00030,03/01/2008,08/07/2013
TEAM JENKINS MOVING & CLEANING SERVICE,INACTIVE,1716 BRIARCREST DR STE 327,"BRYAN, TX 77802",32050592412,00004,07/01/2016,12/25/2017
TECH BOYZ,INACTIVE,712 E VILLA MARIA RD,"BRYAN, TX 77802",32033764294,00001,10/01/2007,09/11/2011
"TECHBUNDLE, LP",ACTIVE,4411 S TEXAS AVE,"BRYAN, TX 77802",17706415019,00003,11/01/2012,
TECHNIGROUP INC,INACTIVE,1802 GREENFIELD PLAZA,"BRYAN, TX 77802",30008667344,00004,02/27/1987,09/30/1987
TECHNIQUES,INACTIVE,2903 VILLA MARIA,"BRYAN, TX 77802",32008162011,00002,05/04/1995,06/20/2001
"TECHNOLOGOUS, LLC",INACTIVE,3091 UNIVERSITY DR E STE 210,"BRYAN, TX 77802",32052065979,00001,12/01/2018,03/31/2025
TECHSYS COMPUTING SALES & CONSULTING,INACTIVE,2615 PECAN RIDGE,"BRYAN, TX 77802",30114358937,00001,07/23/1990,12/31/1991
TED BILLINGTON,INACTIVE,3703 STILLMEADOW DR,"BRYAN, TX 77802",32008008370,00001,03/11/1989,12/31/2011
TED WYATT'S SPORTING GOODS,INACTIVE,MANOR EAST MALL,"BRYAN, TX 77802",17421358429,00003,11/01/1981,12/31/1988
TEDDY BEAR CASUALS,INACTIVE,2512 WILLOW BEND DR,"BRYAN, TX 77802",32020219187,00002,07/16/2012,12/25/2014
TEDDY BEAR JUNCTION,INACTIVE,4325 KIRKWOOD DR,"BRYAN, TX 77802",32023488284,00001,11/14/1996,12/31/1997
TEDDY'TAS,INACTIVE,1115 LAMAR,"BRYAN, TX 77802",30008034644,00001,02/27/1987,12/31/1990
TEES SOULFOOD HEAVEN & MORE,INACTIVE,1824 WILDE OAK CIR APT 11,"BRYAN, TX 77802",32096117414,00001,07/30/2024,
TEFSEAL VALVE & EQUIPMENT,INACTIVE,3506 TANGLEWOOD DR,"BRYAN, TX 77802",32007561346,00001,08/28/2001,12/25/2012
TEJAS CAFE DELIVERY-BRYAN,INACTIVE,3414 E 29TH ST,"BRYAN, TX 77802",17600230274,00004,06/15/1992,12/01/1995
TEJAS CUTS,INACTIVE,3700 S TEXAS AVE STE 600,"BRYAN, TX 77802",32020562479,00001,01/02/2007,12/31/2011
TEJAS CUTS,INACTIVE,3700 S TEXAS AVE STE 600,"BRYAN, TX 77802",32044331471,00001,06/01/2011,12/31/2016
TEJAS LANGUAGES/AMBER BUTLER PHOTOGRAPHY,INACTIVE,2920 KENT ST APT 160,"BRYAN, TX 77802",32024964531,00001,01/01/2007,09/30/2007
TEJAS LAWN AND LANDSCAPE,INACTIVE,3812 CHAUCER CT,"BRYAN, TX 77802",32015727822,00003,10/01/2012,01/01/2013
TEJAS MARKET BRYAN,ACTIVE,1101 E VILLA MARIA RD,"BRYAN, TX 77802",32067871395,00001,10/15/2018,
TEJAS OPTICS,ACTIVE,2128 KAZMEIER PLZ,"BRYAN, TX 77802",32075158397,00001,10/01/2020,
TELEVISION RECEPTION SERVICES,INACTIVE,4507 CARTERCREEK PKWY #4,"BRYAN, TX 77802",32026333453,00001,01/21/1994,03/31/1994
TEMPTATIONS,INACTIVE,MANOR EAST MALL - VILLA MARIA,"BRYAN, TX 77802",32025413769,00001,01/18/1994,01/18/1994
TEMPTATIONS,INACTIVE,3008 CAMELOT,"BRYAN, TX 77802",32008390331,00001,09/09/1986,12/31/1988
TEN DOLLARS OR LESS,INACTIVE,MANOR EAST MALL,"BRYAN, TX 77802",30009135705,00005,11/16/1988,08/01/1989
TENNECO RETAIL SERVICE COMPANY OF TEXAS,INACTIVE,1920 SOUTH HWY 6,"BRYAN, TX 77802",17413835590,00089,02/01/1985,12/15/1988
TENNIS CONNECTION,INACTIVE,4455 CARTER CREEK PKY,"BRYAN, TX 77802",32026618432,00001,04/17/1995,06/30/1995
TERESA BAKER,INACTIVE,1005 OAK KNOLL PL,"BRYAN, TX 77802",32027919979,00002,01/01/1992,09/30/1997
TERESA BAKER,INACTIVE,1005 OAK KNOLL,"BRYAN, TX 77802",32027919979,00001,01/11/1990,09/30/1990
TERESA BARRERA,INACTIVE,801 DELLWOOD ST # 225,"BRYAN, TX 77802",32017284087,00002,10/01/2006,12/25/2007
TERESA'S SIGN SHOP,INACTIVE,2621C PECAN KNOLL ST,"BRYAN, TX 77802",32007803433,00001,08/15/1998,12/31/1999
TERI BURKS,INACTIVE,5014 GREYROCK DR,"BRYAN, TX 77802",32083900871,00001,06/01/2022,09/30/2023
TERIYAKI PARK PLUS,INACTIVE,3700 S TEXAS AVE STE 900,"BRYAN, TX 77802",32027157273,00001,03/01/2007,07/31/2011
TERMINIX,ACTIVE,1707 E 29TH ST,"BRYAN, TX 77802",12315683503,00034,04/01/2024,
TERRA GARDEN ART,INACTIVE,1300 BRISTOL ST,"BRYAN, TX 77802",32031678165,00001,09/13/1995,12/31/1996
TERRI WILKINSON,INACTIVE,4219 WILLOW OAK ST,"BRYAN, TX 77802",32025649834,00001,08/22/1997,12/31/1997
TERRY J EASTERLY,INACTIVE,2204 WINDSOR DR,"BRYAN, TX 77802",32026806748,00001,09/01/1992,12/31/1996
TERRY M JONES MD,INACTIVE,1707 BROADMOOR DR STE 100,"BRYAN, TX 77802",32015288163,00001,07/01/2004,12/31/2017
TERRY M JONES MD PA,INACTIVE,1707 BROADMOOR SUITE 100,"BRYAN, TX 77802",17421478631,00002,05/01/1989,12/31/1989
TERRY SMITH,INACTIVE,810 N ROSEMARY,"BRYAN, TX 77802",32017039838,00001,04/08/1987,12/31/1994
TESS & CO,INACTIVE,4301 S TEXAS AVE,"BRYAN, TX 77802",32018592223,00001,03/07/2006,02/14/2007
TEST,INACTIVE,3604 MIDWEST DR,"BRYAN, TX 77802",32045320838,00010,10/01/2018,11/07/2018
TEX A M BRICK,INACTIVE,4705 W HWY 21,"BRYAN, TX 77802",32026964091,00004,06/01/1978,03/31/1979
TEX ISBELL INC,INACTIVE,800 DELMA DRIVE,"BRYAN, TX 77802",17422511778,00001,01/01/1983,12/31/1983
TEX-PRIDE PRODUCTS AND SUPPLY CO,INACTIVE,2504 WAYSIDE DR,"BRYAN, TX 77802",32007472353,00008,01/22/2001,12/31/2001
TEXAN BROTHERS INC,INACTIVE,1525 E 29TH ST APT 206,"BRYAN, TX 77802",10107571894,00001,01/01/2003,12/31/2004
TEXAN BURGER,INACTIVE,3109 SOUTH TEXAS AVENUE,"BRYAN, TX 77802",30113932385,00001,06/01/1990,11/01/1991
TEXAS A&M DUCKS UNLIMITED,INACTIVE,3232 BRIARCREST DR,"BRYAN, TX 77802",17425654070,00001,11/10/2005,11/10/2005
TEXAS A&M DUCKS UNLIMITED,INACTIVE,3232 BRIARCREST DR,"BRYAN, TX 77802",17425654070,00001,11/08/2007,11/08/2007
TEXAS A&M ENGINEERING EXTENSION SERVICE,ACTIVE,3100 STATE HIGHWAY 47 BLDG 7240,"BRYAN, TX 77802",17422706261,00007,06/01/2004,
"TEXAS AG OUTFITTERS, LLC",ACTIVE,4302 FOX RIVER LN,"BRYAN, TX 77802",32078208900,00002,04/30/2024,
TEXAS AGGIE BAND ASSOCIATION,INACTIVE,3707 E 29TH ST,"BRYAN, TX 77802",17425111188,00004,10/01/1999,12/31/1999
TEXAS AGGIE BAND ASSOCIATION,INACTIVE,3606 E 29TH ST,"BRYAN, TX 77802",17425111188,00003,10/01/1999,12/31/2014
TEXAS AVENUE ANTIQUES,INACTIVE,1710 S TEXAS AVE # A,"BRYAN, TX 77802",32053558055,00001,06/21/2014,01/01/2022
TEXAS BEST,ACTIVE,2802 VILLAGE DR,"BRYAN, TX 77802",32043811705,00001,01/01/2011,
"TEXAS BEST SELFIE EVENTS, LLC",INACTIVE,1716 BRIARCREST DR STE 312,"BRYAN, TX 77802",32057905187,00001,10/02/2015,06/05/2017
TEXAS BROS PLUMBING & REMODELING LLC,INACTIVE,2303 BARAK LN,"BRYAN, TX 77802",32096716918,00001,09/15/2024,
TEXAS COIN EXCHANGE,INACTIVE,3705 EAST 29TH ST,"BRYAN, TX 77802",17421404983,00001,01/01/1982,02/01/1987
TEXAS COIN EXCHANGE,INACTIVE,3202-A TEXAS AVE,"BRYAN, TX 77802",17421404983,00003,07/01/1983,05/01/1988
TEXAS COIN EXCHANGE,INACTIVE,3705 EAST 29TH STREET,"BRYAN, TX 77802",32005543197,00001,01/14/1980,12/31/1981
